# v2.8 | 20260227 | MR_SCHEDULES – All 1257 rows, all 16 cols fully populated
Record_Type,Source_File,Discipline,Schedule_Name,Category,Schedule_Type,Multi_Categories,Fields,Filters,Sorting,Grouping,Totals,Formulas,Header_Color,Text_Color,Background_Color
SCHEDULE,ARCH_Design,Architecture,Ceiling Schedule,Ceilings,Schedule,Ceilings,"ASS_ID_TXT, ASS_LVL_COD_TXT, ASS_MANUFACTURER_TXT, ASS_RM_COD_TXT, ASS_TAG_1_TXT, BLE_CEILING_HEIGHT_MM, BLE_ELE_AREA_SQ_M, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,BLE_ELE_AREA_SQ_M: SUM,"ASS_ID_TXT=Mark, ASS_LVL_COD_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_RM_COD_TXT=Number, ASS_TAG_1_TXT=Type Mark, BLE_CEILING_HEIGHT_MM=Height Offset From Level, BLE_ELE_AREA_SQ_M=Area, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN=Fire Rating, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Door Schedule,Doors,Schedule,Doors,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, ASS_RM_COD_TXT, ASS_TAG_1_TXT, BLE_DOOR_HEIGHT_MM, BLE_DOOR_WIDTH_MM, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, ASS_RM_COD_TXT=Number, ASS_TAG_1_TXT=Type Mark, BLE_DOOR_HEIGHT_MM=Height, BLE_DOOR_WIDTH_MM=Width, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN=Fire Rating, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Facade Schedule,Curtain Panels,Schedule,Curtain Panels,"ASS_ID_TXT, ASS_LOC_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, ASS_TAG_1_TXT, BLE_ELE_AREA_SQ_M, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,BLE_ELE_AREA_SQ_M: SUM,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, ASS_TAG_1_TXT=Type Mark, BLE_ELE_AREA_SQ_M=Area, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Finish Schedule,Rooms,Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_MANUFACTURER_TXT, ASS_RM_COD_TXT, BLE_ELE_AREA_SQ_M, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,BLE_ELE_AREA_SQ_M: SUM,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_RM_COD_TXT=Number, BLE_ELE_AREA_SQ_M=Area, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Floor Schedule,Floors,Schedule,Floors,"ASS_ID_TXT, ASS_LVL_COD_TXT, ASS_TAG_1_TXT, BLE_ELE_AREA_SQ_M, BLE_FLR_LVL_NR, BLE_FLR_THICKNESS_MM, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,BLE_ELE_AREA_SQ_M: SUM,"ASS_ID_TXT=Mark, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_ELE_AREA_SQ_M=Area, BLE_FLR_LVL_NR=Level, BLE_FLR_THICKNESS_MM=Thickness, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN=Fire Rating, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Ramp Schedule,Ramps,Schedule,Ramps,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_TAG_1_TXT, BLE_RAMP_SLOPE_PCT, BLE_RAMP_WIDTH_MM, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_RAMP_SLOPE_PCT=Slope, BLE_RAMP_WIDTH_MM=Width, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Roof Schedule,Roofs,Schedule,Roofs,"ASS_ID_TXT, ASS_MANUFACTURER_TXT, ASS_TAG_1_TXT, BLE_ELE_AREA_SQ_M, BLE_ROOF_SLOPE_DEG, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,BLE_ELE_AREA_SQ_M: SUM,"ASS_ID_TXT=Mark, ASS_MANUFACTURER_TXT=Manufacturer, ASS_TAG_1_TXT=Type Mark, BLE_ELE_AREA_SQ_M=Area, BLE_ROOF_SLOPE_DEG=Slope, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Room Schedule,Rooms,Schedule,Rooms,"ASS_DEPARTMENT_ASSIGNMENT_TXT, ASS_ID_TXT, ASS_LVL_COD_TXT, ASS_ROOM_AREA_SQ_M, ASS_ROOM_VOLUME_CU_M, ASS_ZONE_TXT, BLE_CEILING_HEIGHT_MM, BLE_ROOM_NAME_TXT, BLE_ROOM_NUMBER_TXT, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,ASS_ROOM_AREA_SQ_M: SUM; ASS_ROOM_VOLUME_CU_M: SUM,"ASS_DEPARTMENT_ASSIGNMENT_TXT=Department, ASS_ID_TXT=Mark, ASS_LVL_COD_TXT=Level, ASS_ROOM_AREA_SQ_M=Area, ASS_ROOM_VOLUME_CU_M=Volume, ASS_ZONE_TXT=Zone, BLE_CEILING_HEIGHT_MM=Height Offset From Level, BLE_ROOM_NAME_TXT=Name, BLE_ROOM_NUMBER_TXT=Number, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Stair Schedule,Stairs,Schedule,Stairs,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_TAG_1_TXT, BLE_STAIR_GOING_MM, BLE_STAIR_RISE_MM, BLE_STAIR_WIDTH_MM, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STAIR_GOING_MM=Actual Tread Depth, BLE_STAIR_RISE_MM=Actual Riser Height, BLE_STAIR_WIDTH_MM=Actual Run Width, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Structural Schedule,Structural Framing,Schedule,Structural Framing,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_TAG_1_TXT, BLE_STRUCT_ELE_TYPE_TXT, PRJ_COMMENTS_TXT, PRJ_GRID_REF_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_TAG_1_TXT=Type Mark, BLE_STRUCT_ELE_TYPE_TXT=Type Name, PRJ_COMMENTS_TXT=Comments, PRJ_GRID_REF_TXT=Grid Reference",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Wall Schedule,Walls,Schedule,Walls,"ASS_ID_TXT, ASS_TAG_1_TXT, BLE_WALL_HEIGHT_MM, BLE_WALL_LENGTH_MM, BLE_WALL_THICKNESS_MM, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_TAG_1_TXT=Type Mark, BLE_WALL_HEIGHT_MM=Unconnected Height, BLE_WALL_LENGTH_MM=Length, BLE_WALL_THICKNESS_MM=Width, FLS_PROT_FLS_RESISTANCE_RATING_MINUTES_MIN=Fire Rating, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Design,Architecture,Window Schedule,Windows,Schedule,Windows,"ASS_ID_TXT, ASS_LOC_TXT, ASS_LVL_COD_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, ASS_RM_COD_TXT, ASS_TAG_1_TXT, BLE_WINDOW_HEIGHT_MM, BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM, BLE_WINDOW_WIDTH_MM, PRJ_COMMENTS_TXT",None,Level: Ascending; Type Mark: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_LVL_COD_TXT=Level, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, ASS_RM_COD_TXT=Number, ASS_TAG_1_TXT=Type Mark, BLE_WINDOW_HEIGHT_MM=Height, BLE_WINDOW_SILL_HEIGHT_FROM_FLR_MM=Sill Height, BLE_WINDOW_WIDTH_MM=Width, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Regulatory,Architecture,Accessibility Schedule,Rooms,Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, ASS_TAG_1_TXT, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Regulatory,Architecture,Acoustic Schedule,Rooms,Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, ASS_RM_COD_TXT, ASS_TAG_1_TXT, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_RM_COD_TXT=Number, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Regulatory,Architecture,Ass_Discipline_Cod_Txt,Generic Models,Schedule,Generic Models,ASS_DISCIPLINE_COD_TXT,None,Level: Ascending; Type Mark: Ascending,Level,None,ASS_DISCIPLINE_COD_TXT=Discipline Code,#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Regulatory,Architecture,Environmental Schedule,Rooms,Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,ARCH_Regulatory,Architecture,Sustainability Schedule,Rooms,Schedule,Rooms,"ASS_ID_TXT, ASS_LOC_TXT, ASS_TAG_1_TXT, PRJ_COMMENTS_TXT",Level: (not equals) <None>,Level: Ascending; Number: Ascending,Level,None,"ASS_ID_TXT=Mark, ASS_LOC_TXT=Level, ASS_TAG_1_TXT=Type Mark, PRJ_COMMENTS_TXT=Comments",#1A4B6E,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Concrete - Material Takeoff,Floors,Material Takeoff,Floors;Structural Framing;Structural Columns;Structural Foundations;Walls,"ASS_ID_TXT, CST_S_CON_TYPE_TXT, CST_S_CON_GRADE_TXT, CST_S_CON_STRENGTH_MPA, CST_S_CON_MIX_RATIO_TXT, ASS_PMT_INV_UNIT_TXT, CST_S_CON_VOLUME_CU_M, CST_S_MAS_WASTAGE_FCT_PCT, CST_S_CON_VOLUME_WASTAGE_CU_M, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_CON_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),CST_S_CON_GRADE_TXT,CST_S_CON_GRADE_TXT,CST_S_CON_VOLUME_WASTAGE_CU_M;CST_S_CON_CST_TOTAL_UGX_NR,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Cost Summary - Material Takeoff,Walls,Material Takeoff,Walls;Floors;Roofs;Ceilings;Doors;Windows;Structural Framing;Mechanical Equipment;Electrical Equipment;Plumbing Fixtures,"MA_ELEMENT_CATEGORY_TXT, CST_TOTAL_MATERIAL_COST, CST_TOTAL_LABOUR_COST, CST_TOTAL_EQUIPMENT_COST, ASS_CST_TOTAL_UGX_NR, CST_PERCENTAGE_OF_TOTAL_PCT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,CST_MATERIAL_CST_UGX_NR;CST_LABOUR_CST_UGX_NR;ASS_CST_TOTAL_UGX_NR,MA_ELEMENT_CATEGORY_TXT=Category,#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Doors Windows - Material Takeoff,Doors,Material Takeoff,Doors;Windows;Curtain Panels,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, BLE_DOOR_OPERATION_TYPE_SWING_SLIDE_FOLD_ROLL_TXT, BLE_DOOR_WIDTH_MM, BLE_DOOR_HEIGHT_MM, ASS_MANUFACTURER_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, ASS_CST_QUANTITY_NR, CST_S_MAS_WASTAGE_FCT_PCT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_DELIVERY_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,ASS_CST_QUANTITY_NR;ASS_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, BLE_DOOR_HEIGHT_MM=Height, BLE_DOOR_WIDTH_MM=Width, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Earthworks - Material Takeoff,Topography,Material Takeoff,Topography;Floors;Structural Foundations,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, CST_S_EAR_EXCAVATION_METHOD_TXT, ASS_PMT_INV_UNIT_TXT, CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_EAR_BACKFILL_VOLUME_CU_M, CST_S_EAR_HARDCORE_VOLUME_CU_M, CST_S_EAR_BLINDING_VOLUME_CU_M, CST_S_EAR_DISPOSAL_VOLUME_CU_M, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_EAR_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, PRJ_COMMENTS_TXT",Material: Name: (has a value),CST_S_EAR_ACTIVITY_TYPE_TXT,CST_S_EAR_ACTIVITY_TYPE_TXT,CST_S_EAR_EXCAVATION_VOLUME_CU_M;CST_S_EAR_CST_TOTAL_UGX_NR,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Electrical - Material Takeoff,Electrical Equipment,Material Takeoff,Electrical Equipment;Electrical Fixtures;Lighting Fixtures;Lighting Devices;Cable Trays;Conduits,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, ASS_CST_QUANTITY_NR, CST_S_MAS_WASTAGE_FCT_PCT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_DELIVERY_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,ASS_CST_QUANTITY_NR;ASS_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Finishes - Material Takeoff,Walls,Material Takeoff,Walls;Floors;Ceilings,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, BLE_FINISH_TYPE_TXT, BLE_FINISH_TYPE_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, BLE_FINISH_PAINT_AREA_SQ_M, BLE_FINISH_TILE_AREA_SQ_M, BLE_FINISH_PLASTER_AREA_SQ_M, ASS_CST_QUANTITY_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_DELIVERY_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),BLE_FINISH_TYPE_TXT,BLE_FINISH_TYPE_TXT,BLE_FINISH_PAINT_AREA_SQ_M;BLE_FINISH_TILE_AREA_SQ_M;ASS_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Formwork - Material Takeoff,Floors,Material Takeoff,Floors;Structural Framing;Structural Columns;Structural Foundations,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, CST_S_FRM_TYPE_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, CST_S_FRM_SLAB_AREA_SQ_M, CST_S_FRM_BEAM_AREA_SQ_M, CST_S_FRM_COLUMN_AREA_SQ_M, CST_S_FRM_TIMBER_VOLUME_CU_M, CST_S_FRM_PLYWOOD_SHEETS_NR, CST_S_FRM_PROPS_QUANTITY_NR, CST_S_FRM_REUSE_CYCLES_NR, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_FRM_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),CST_S_FRM_ELEMENT_TYPE_TXT,CST_S_FRM_ELEMENT_TYPE_TXT,CST_S_FRM_TIMBER_VOLUME_CU_M;CST_S_FRM_PROPS_QUANTITY_NR;CST_S_FRM_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Masonry - Material Takeoff,Walls,Material Takeoff,Walls,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, CST_S_MAS_BRICK_TYPE_TXT, CST_S_MAS_MORTAR_TYPE_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, CST_S_MAS_WALL_AREA_SQ_M, CST_S_MAS_OPENING_AREA_SQ_M, CST_S_MAS_NET_AREA_SQ_M, CST_S_MAS_BRICK_QUANTITY_NR, CST_S_MAS_WASTAGE_FCT_PCT, CST_S_MAS_BRICK_WASTAGE_NR, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_MAS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_DESCRIPTION_TXT,ASS_DESCRIPTION_TXT,CST_S_MAS_NET_AREA_SQ_M;CST_S_MAS_BRICK_QUANTITY_NR;CST_S_MAS_CST_TOTAL_UGX_NR,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Mechanical Hvac - Material Takeoff,Mechanical Equipment,Material Takeoff,Mechanical Equipment;Ducts;Duct Fittings;Duct Accessories;Air Terminals;Flex Ducts,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, ASS_CST_QUANTITY_NR, CST_S_MAS_WASTAGE_FCT_PCT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_DELIVERY_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,ASS_CST_QUANTITY_NR;ASS_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Plumbing - Material Takeoff,Plumbing Fixtures,Material Takeoff,Plumbing Fixtures;Pipes;Pipe Fittings;Pipe Accessories;Flex Pipes;Sprinklers,"ASS_ID_TXT, ASS_DESCRIPTION_TXT, ASS_MANUFACTURER_TXT, ASS_MODEL_NR_TXT, MAT_SPECIFICATIONS, ASS_PMT_INV_UNIT_TXT, ASS_CST_QUANTITY_NR, CST_S_MAS_WASTAGE_FCT_PCT, ASS_PMT_QTY_ORDERED_NR, ASS_PMT_CST_UNIT_RATE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_DELIVERY_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,ASS_CST_QUANTITY_NR;ASS_CST_TOTAL_UGX_NR,"ASS_CST_QUANTITY_NR=Count, ASS_DESCRIPTION_TXT=Description, ASS_ID_TXT=Mark, ASS_MANUFACTURER_TXT=Manufacturer, ASS_MODEL_NR_TXT=Model, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Reinforcement - Material Takeoff,Structural Rebar,Material Takeoff,Structural Rebar;Fabric Areas;Fabric Reinforcement,"ASS_ID_TXT, CST_S_REI_MARK_PREFIX_TXT, CST_S_REI_TYPE_TXT, CST_S_REI_GRADE_TXT, CST_S_REI_DIAMETER_MM, ASS_PMT_INV_UNIT_TXT, CST_S_REI_LENGTH_M, CST_S_REI_WEIGHT_KG, CST_S_MAS_WASTAGE_FCT_PCT, CST_S_REI_WEIGHT_WASTAGE_KG, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_REI_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),CST_S_REI_DIAMETER_MM,CST_S_REI_DIAMETER_MM,CST_S_REI_WEIGHT_WASTAGE_KG;CST_S_REI_CST_TOTAL_UGX_NR,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,Material_Takeoff_Detailed,Cost,Summary - Material Takeoff,Walls,Material Takeoff,Walls;Floors;Roofs;Ceilings;Doors;Windows;Structural Framing;Structural Columns;Structural Foundations,"MA_ELEMENT_CATEGORY_TXT, ASS_DESCRIPTION_TXT, ASS_PMT_INV_UNIT_TXT, ASS_CST_QUANTITY_NR, ASS_CST_UNIT_PRICE_UGX_NR, ASS_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, PRJ_COMMENTS_TXT",Material: Name: (has a value),ASS_CATEGORY_TXT,ASS_CATEGORY_TXT,ASS_CST_TOTAL_UGX_NR,"MA_ELEMENT_CATEGORY_TXT=Category, ASS_CST_QUANTITY_NR=Count, ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_DESCRIPTION_TXT=Description, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,QTO_Material_Takeoff,Cost,Concrete - Material Takeoff,Generic Models,Schedule,Generic Models,"ASS_ID_TXT, CST_S_CON_TYPE_TXT, CST_S_CON_GRADE_TXT, CST_S_CON_STRENGTH_MPA, CST_S_CON_MIX_RATIO_TXT, ASS_PMT_INV_UNIT_TXT, CST_S_CON_VOLUME_CU_M, CST_S_MAS_WASTAGE_FCT_PCT, CST_S_CON_VOLUME_WASTAGE_CU_M, ASS_CST_UNIT_PRICE_UGX_NR, CST_S_CON_CST_TOTAL_UGX_NR, ASS_PMT_PRO_SUPPLIER_TXT, CST_SUP_PROCUREMENT_LEAD_TIME_DAYS, PRJ_COMMENTS_TXT",Material: Name: (has a value),Level: Ascending; Type Mark: Ascending,Category,ASS_CST_UNIT_PRICE_UGX_NR: SUM,"ASS_CST_UNIT_PRICE_UGX_NR=Cost, ASS_ID_TXT=Mark, PRJ_COMMENTS_TXT=Comments",#143055,#FFFFFF,#FFFFFF
SCHEDULE,QTO_Material_Takeoff,Cost,Cost Summary - Material Takeoff,Generic Models,Schedule,Generic Models,"MA_ELEMENT_CATEGORY_TXT, CST_TOTAL_MATERIAL_COST, CST_TOTAL_LABOUR_COST, CST_TOTAL_EQUIPMENT_COST, ASS_CST_TOTAL_UGX_NR, CST_PERCENTAGE_OF_TOTAL_PCT",Material: Name: (has a value),Level: Ascending; Type Mark: Ascending,Category,None,MA_ELEMENT_CATEGORY_TXT=Category,#143055,#FFFFFF,#FFFFFF
