# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
ASS_PRODCT_COD_TXT,Product Code,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,082a2a05-3387-5501-b355-51dd45e23e9f,Ass Prodct Cod Txt [ISO 19650-3:2020]
ASS_RM_COD_TXT,Room Code,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,8d968690-c7fe-5d71-a6af-ebd19c60793e,Ass Rm Cod Txt [ISO 19650-1:2018]
ASS_ROOM_AREA_SQ_M,Room Area (m²),AREA,Type,"Rooms, Spaces",ASS_MNG,1514d5cf-3d32-5a68-b5cb-f18d97060e9f,Ass Room Area Sq M [ISO 19650-3:2020]
ASS_ROOM_FUNCTION_USE_TXT,Room Function Use,TEXT,Type,"Rooms, Spaces",ASS_MNG,124f7ab0-bdf4-5740-9c65-22cdac508908,Ass Room Function Use Txt [ISO 19650-3:2020]
ASS_ROOM_VOLUME_CU_M,Room Volume (m³),VOLUME,Type,"Rooms, Spaces",ASS_MNG,bdc645e1-057b-5dd3-a08f-c6fba2b5118e,Ass Room Volume Cu M [ISO 19650-3:2020]
ASS_SEQ_NUM_TXT,Asset Management - Spare 02,TEXT,Type,"Air Terminals, Cable Trays, Casework, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers, Conduits",ASS_MNG,bbe1cd55-247b-48bd-94ba-a08031f06d5b,Spare parameter 2 for ASS_MNG group
ASS_SERIAL_NR_TXT,Serial Number,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,56584938-d8f5-5c70-9ca1-2ac4568e9ff9,Ass Serial Nr Txt [ISO 19650-3:2020]
ASS_SKIRTING_TYPE_TXT,Skirting Type,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,e15fa9ab-ec13-5055-a863-e50364ebb142,Ass Skirting Type Txt [ISO 19650-3:2020]
ASS_STATUS_TXT,Status,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,b97665a8-5e34-585b-9674-fbdd83d7637f,Ass Status Txt [ISO 19650-3:2020]
ASS_SYSTEM_TYPE_TXT,System Type,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,2b3658d9-bfc6-56db-9df5-901337fde0f5,Ass System Type Txt [ISO 19650-3:2020]
ASS_TAG_1_TXT,Element Mark,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,1eeb577d-342d-5039-97f1-f1dd8d80c8c4,Ass Tag 1 Txt [ISO 19650-3:2020]
ASS_TAG_2_TXT,Tag 2,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,bf6cb687-478f-459a-8c5d-ece073c24831,Ass Tag 2 Txt [ISO 19650-3:2020]
ASS_TAG_3_TXT,Tag 3,TEXT,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",ASS_MNG,068abd3b-650e-4a7c-ac07-82e556160de0,Ass Tag 3 Txt [ISO 19650-3:2020]
ASS_TAG_4_TXT,Ass Tag 3 Txt,TEXT,Type,,ASS_MNG,9432c6e4-8912-4a0b-bf04-2ee1cf3afadf,Ass Tag 3 Txt [ISO 19650-3:2020]
ASS_TAG_5_TXT,Ass Tag 3 Txt,TEXT,Type,,ASS_MNG,c875d795-d764-4a8b-826a-2677635b15b9,Ass Tag 3 Txt [ISO 19650-3:2020]
ASS_TAG_6_TXT,Ass Tag 3 Txt,TEXT,Type,,ASS_MNG,6fcfc27b-a42d-4f54-92ad-66c875f9be38,Ass Tag 3 Txt [ISO 19650-3:2020]
ASS_WARRANTY_EXPIRATION_DATE_TXT,Warranty Expiration Date,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,bb4c8fcd-1997-5f0c-9670-f5c245517a8f,Ass Warranty Expiration Date Txt [ISO 19650-3:2020]
ASS_WARRANTY_PERIOD_TXT,Warranty Period,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,3a89b2cc-b017-50b4-9492-22369b5313f7,Ass Warranty Period Txt [ISO 19650-3:2020]
ASS_ZONE_TXT,Zone,TEXT,Type,"Air Terminals, Cable Trays, Casework, Conduits, Electrical Equipment, Electrical Fixtures, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Plumbing Equipment, Plumbing Fixtures, Specialty Equipment, Sprinklers",ASS_MNG,dc0d940f-e4ce-5e73-a0a7-fc7094148c84,Ass Zone Txt [ISO 19650-3:2020]
BLE_STRUCT_FOUNDATION_DEPTH_MM,Foundation depth in millimeters,LENGTH,Type,,BLE_ELES,c3d4e5f6-a7b8-9012-cdef-3456789012c3,Foundation depth in millimeters [ISO 19650-1:2018]
BLE_STRUCT_FOUNDATION_SZ_TXT,Foundation plan dimensions (e.g. 1500x1500mm),TEXT,Type,,BLE_ELES,b2c3d4e5-f6a7-8901-bcde-2345678901b2,Foundation plan dimensions (e.g. 1500x1500mm) [ISO 19650-1:2018]
COM_DAT_SPARE_01_TXT,Common Data - Spare 01,TEXT,Type,Generic Models,BLE_ELES,9895108f-0ec1-4841-98f3-24b1476dd208,Spare parameter 1 for COM_DAT group
COM_DAT_SPARE_02_TXT,Common Data - Spare 02,TEXT,Type,Generic Models,BLE_ELES,57d35fda-830c-4617-9508-98b46e6406cf,Spare parameter 2 for COM_DAT group
ENV_FAC_TAG_TXT,Facade Cladding Tag,TEXT,Type,"Curtain Panels, Curtain Wall Mullions, Generic Models, Walls",BLE_ELES,3eda6808-aa94-46d4-bd09-71fa6a26c090,"Facade cladding tag: material, finish, panel size, fixing system [ISO 19650-1:2018]"
ENV_ROOF_TAG_TXT,Roof Specification Tag,TEXT,Type,"Generic Models, Roofs",BLE_ELES,9a1ef97d-12f7-419d-93f9-60f3773e55ef,"Roof specification tag: covering, waterproofing, R-value, slope [ISO 19650-1:2018]"
ENV_WIN_TAG_TXT,Window Performance Tag,TEXT,Type,"Generic Models, Windows",BLE_ELES,a204d24a-e981-44b4-bf39-afe03ddfa8dc,"Window performance tag: frame, glazing, U-value, SHGC, VLT [ISO 19650-1:2018]"
FIN_CEIL_TAG_TXT,Ceiling Finish Schedule Tag,TEXT,Type,"Ceilings, Generic Models",BLE_ELES,cfbedb01-9783-403d-a273-2f2e4e215907,"Ceiling finish schedule tag: finish, system, NRC, grid size [ISO 19650-1:2018]"
FIN_FLR_TAG_TXT,Floor Finish Schedule Tag,TEXT,Type,"Floors, Generic Models",BLE_ELES,a2b19e19-d4ad-44b4-97d4-8e80dc981228,"Floor finish schedule tag: finish, thickness, slip resistance, material [ISO 19650-1:2018]"
FIN_WALL_TAG_TXT,Wall Finish Schedule Tag,TEXT,Type,"Curtain Panels, Generic Models, Walls",BLE_ELES,456cd8aa-e875-458c-b778-7abbe2f0563d,"Wall finish schedule tag: interior, exterior, paint coats, finish type [ISO 19650-1:2018]"
STR_CONC_TAG_TXT,Concrete Specification Tag,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",BLE_ELES,04a3dc69-9931-4154-809f-896df5584100,"Concrete specification tag: grade, reinforcement, fck, thickness [ISO 19650-2:2018]"
STR_STEEL_TAG_TXT,Steel Specification Tag,TEXT,Type,"Generic Models, Structural Columns, Structural Foundations, Structural Framing",BLE_ELES,e4f2fcf1-4764-4f8c-9b8d-e8512834e1aa,"Steel specification tag: grade, section size, fire protection, material [ISO 19650-2:2018]"
ASS_PMT_CST_TOTAL_CST_UGX_NR,Payment Total Cost,CURRENCY,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",COM_DAT,ee737637-24a5-5a56-887c-4cff9ae1f9ea,Ass Pmt Cst Total Cst Ugx Nr [ISO 19650-3:2020]
COM_BMS_RANGE_TXT,Com Bms Range,TEXT,Type,Generic Models,COM_DAT,bf1e5465-122e-537d-b2c0-f35533c68e5f,Com Bms Range Txt [ISO 19650-1:2018]
COM_C_DEV_BACNET_INSTANCE_INT,Com C Dev Bacnet Instance,INTEGER,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,cc10a979-3073-515a-bc65-4ea84a408858,Com C Dev Bacnet Instance Int [ISO 19650-1:2018]
COM_C_DEV_CONTROLLER_NAME_TXT,Com C Dev Controller Name,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,046c4fcc-67dc-5359-96f8-063acff7c6a9,Com C Dev Controller Name Txt [ISO 19650-1:2018]
COM_C_DEV_TYPE_TXT,Com C Dev Type,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,Com C Dev Type Txt [ISO 19650-1:2018]
COM_C_MEASUREMENT_RANGE_TXT,Com C Measurement Range,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,03350a20-2839-57c9-944d-3a16489eb2ec,Com C Measurement Range Txt [ISO 19650-1:2018]
COM_C_NETWORK_ADDRESS_TXT,Com C Network Address,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,02383c32-edc5-57f2-9214-56d9b2da9c29,Com C Network Address Txt [ISO 19650-1:2018]
COM_C_PROTOCOL_TXT,Com C Protocol,TEXT,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,892356cc-e1c9-5eea-a99c-d92dfca7caab,Com C Protocol Txt [ISO 19650-1:2018]
COM_C_PWR_SUPPLY_V,Com C Power Supply V,NUMBER,Type,"Electrical Equipment, Generic Models, Mechanical Equipment",COM_DAT,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,Com C Pwr Supply V [ISO 19650-1:2018]
CST_CALC_ADHESIVE_KG,Calculated Adhesive,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,6b26cd97-17ab-4225-860a-41b35d08e2fb,Calculated tile adhesive in kilograms [ISO 19650-3:2020]
CST_CALC_AGGREGATE_M3,Calculated Aggregate m³,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a4e3d4b8-5844-43d9-bda6-a7c32fc037b3,Calculated aggregate volume in cubic meters [ISO 19650-3:2020]
CST_CALC_AREA_M2,Calculated Area m²,AREA,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,a4c93912-d9c4-4a58-a49a-3962fa5a4694,Calculated area in square meters [ISO 19650-3:2020]
CST_CALC_BLOCKS_NR,Calculated Blocks,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,ba5d66ec-75db-4135-88d5-be53b118e636,Calculated number of blocks required [ISO 19650-3:2020]
CST_CALC_CEMENT_BAGS_NR,Calculated Cement Bags,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,2c573ecc-95f1-4c20-bf30-3ae228a346c3,Calculated cement bags (50kg) [ISO 19650-3:2020]
CST_CALC_CEMENT_PLASTER_BAGS,Calculated Cement Plaster Bags,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,349aa1b3-c19c-4ee1-9d55-cf612f25c382,Calculated cement bags for plaster (50kg) [ISO 19650-3:2020]
CST_CALC_CONCRETE_M3,Calculated Concrete m³,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,37e3e205-e39e-4d43-bc4b-2ac9367f2540,Calculated concrete volume in cubic meters [ISO 19650-3:2020]
CST_CALC_FASTENERS_NR,Calculated Fasteners,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,468502b3-fd75-4a13-8dd5-b1eef375ca61,Calculated number of fasteners [ISO 19650-3:2020]
CST_CALC_GROUT_KG,Calculated Grout,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,73dcb01b-c417-494b-94d6-a9c2ec185125,Calculated grout in kilograms [ISO 19650-3:2020]
CST_CALC_LENGTH_M,Calculated Length,CURRENCY,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,b4cc4094-367a-4354-aa6b-c48b55a16c79,Calculated length in meters [ISO 19650-3:2020]
CST_CALC_MORTAR_M3,Calculated Mortar m³,VOLUME,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,b8bf24b8-07db-420d-9db1-1c2087e8ca8a,Calculated mortar volume in cubic meters [ISO 19650-3:2020]
CST_CALC_PAINT_LITERS,Calculated Paint Liters,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",COM_DAT,6e6995ef-b24f-4922-bce5-87598141e3ab,Calculated paint in liters [ISO 19650-3:2020]
