param,group,source,categories,desc
ASS_TAG_MODIFIED_DT,1,universal,<ALL>,Ass Tag Modified Dt [ISO 19650]
ASS_TAG_PREV_TXT,1,universal,<ALL>,Ass Tag Prev [ISO 19650]
ASS_TAG_SCHEME_TXT,1,universal,<ALL>,"Ass Tag Scheme [project grammar rendering, ISO 19650]"
ASS_TERM_CAPPED_BOOL,1,asset-universal,<ALL>,Terminal point is capped (stub-end or blanked off)
ASS_TERM_REASON_TXT,1,asset-universal,<ALL>,Reason terminal is capped: FUTURE / DECOMMISSIONED / DESIGN-RESERVE
ASS_TEST_PRESSURE_BAR,1,asset-universal,<ALL>,Hydrostatic or pneumatic test pressure for the assembly in bar
ASS_TIEIN_BY_TXT,1,asset-universal,<ALL>,Tie-in installed/connected by (contractor/trade) [ISO 19650-3:2020]
ASS_TIEIN_CONNECTED_BOOL,1,asset-universal,<ALL>,Tie-in connection status flag [ISO 19650-3:2020]
ASS_TIEIN_ELEV_TXT,1,asset-universal,<ALL>,Tie-in point elevation reference [ISO 19650-3:2020]
ASS_TIEIN_FLOW_DIR_TXT,1,asset-universal,<ALL>,Tie-in flow direction (IN/OUT/BIDIRECTIONAL) [ISO 19650-3:2020]
ASS_TIEIN_IFC_REF_TXT,1,asset-universal,<ALL>,Tie-in IFC GUID reference [ISO 19650-3:2020]
ASS_TIEIN_PHASE_TXT,1,asset-universal,<ALL>,Tie-in construction phase [ISO 19650-3:2020]
ASS_TIEIN_REF_TXT,1,asset-universal,<ALL>,Ass Tiein Ref [ISO 19650]
ASS_TIEIN_SIZE_TXT,1,asset-universal,<ALL>,Ass Tiein Size [ISO 19650]
ASS_TIEIN_STATUS_TXT,1,asset-universal,<ALL>,Tie-in status: OPEN / CONNECTED / DEFERRED [ISO 19650-3:2020]
ASS_TIEIN_TAG_1_TXT,1,universal,<ALL>,Tie-in connected-to asset primary tag [ISO 19650-3:2020]
ASS_TOKEN_LOCK_TXT,1,asset-universal,<ALL>,Ass Token Lock [ISO 19650]
ASS_TRACE_SEQ_NR,1,asset-universal,<ALL>,Sequential trace number for multi-element commissioning sequences
ASS_TRACE_SEQ_NR_DISP_TXT,1,asset-universal,<ALL>,Sequential trace number for multi-element commissioning sequences — TEXT display mirror for tag labels
ASS_TYPE_COMMENTS_TXT,1,asset-universal,<ALL>,Type comments
ASS_TYPE_LOC_OVERRIDE_TXT,1,asset-universal,<ALL>,Type-level LOC override value
ASS_TYPE_MARK_TXT,1,asset-universal,<ALL>,Type mark identifier
ASS_TYPE_NAME_TXT,1,asset-universal,<ALL>,Revit type name
ASS_TYPE_ZONE_OVERRIDE_TXT,1,asset-universal,<ALL>,Type-level ZONE override value
ASS_UNICLASS_2015_TXT,1,asset-universal,<ALL>,Uniclass 2015 classification code
ASS_UNIFORMAT_DESC_TXT,1,asset-universal,<ALL>,UniFormat classification description
ASS_UNIFORMAT_TXT,1,asset-universal,<ALL>,UniFormat classification code
ASS_VAR_INSTRUCTION_DT,2,asset-universal,<ALL>,ISO 8601 date the variation instruction was issued [Phase 184g / P5]
ASS_VAR_NO_TXT,2,asset-universal,<ALL>,Variation / change-order number this element was instructed under [Phase 184g / P5]
ASS_VAR_VALUATION_NR,2,asset-universal,<ALL>,Variation valuation amount in project base currency [Phase 184g / P5]
ASS_VAR_VALUATION_NR_DISP_TXT,2,asset-universal,<ALL>,Variation valuation amount in project base currency — TEXT display mirror for tag labels
ASS_VOLUME_COD_TXT,17,asset-universal,<ALL>,
ASS_VOL_TXT,1,asset-universal,<ALL>,Volume/zone code for ISO 19650 naming
ASS_WARRANTY_DURATION_LABOR_YRS,1,asset-universal,<ALL>,Warranty duration labor in years (COBie)
ASS_WARRANTY_DURATION_PARTS_YRS,1,asset-universal,<ALL>,Warranty duration parts in years (COBie)
ASS_WARRANTY_DUR_UNIT_TXT,1,asset-universal,<ALL>,Warranty duration unit (years/months) [COBie V2.4]
ASS_WARRANTY_LABOR_TXT,1,asset-universal,<ALL>,Warranty guarantor labor (COBie)
ASS_WARRANTY_PARTS_TXT,1,asset-universal,<ALL>,Warranty guarantor parts (COBie)
ASS_WARRANTY_TXT,1,asset-universal,<ALL>,Warranty description [COBie V2.4]
ASS_WARR_DUR_LABOR_TXT,1,asset-universal,<ALL>,Warranty duration for labor [COBie V2.4]
ASS_WARR_DUR_PARTS_TXT,1,asset-universal,<ALL>,Warranty duration for parts [COBie V2.4]
ASS_WARR_DUR_UNIT_TXT,1,asset-universal,<ALL>,Warranty duration unit (year/month) [COBie V2.4]
ASS_WARR_GUAR_LABOR_TXT,1,asset-universal,<ALL>,Warranty guarantor for labor [COBie V2.4]
ASS_WARR_GUAR_PARTS_TXT,1,asset-universal,<ALL>,Warranty guarantor for parts [COBie V2.4]
ASS_WEIGHT_KG,1,asset-universal,<ALL>,Assembly total weight in kilograms (sum of member volume x material density)
ASS_WEIGHT_KG_NR,1,asset-universal,<ALL>,Ass Weight Kg [ISO 19650]
ASS_WELD_COUNT_NR,1,asset-universal,<ALL>,Total number of welds in the assembly
ASS_WORKSET_TXT,1,asset-universal,<ALL>,Workset name for worksharing tracking
ASS_ZONE_SOURCE_TXT,1,universal,<ALL>,ZONE detection source (Department/Room/Manual)
ASS_ZONE_TXT,1,universal,<ALL>,Ass Zone Txt [ISO 19650-3:2020]
ATEX_CLASSIFICATION_OK,4,code-usage,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Atex Classification Ok [STING]
BI_BOTTOM_COLOR_TXT,11,curated-fallback,Generic Models,Bottom gradient color RGB [ISO 19650-1:2018]
BI_CREATED_DATE_TXT,11,curated-fallback,Generic Models,Date image created [ISO 19650-2:2018]
BI_DIMENSIONS_TXT,11,curated-fallback,Generic Models,Image dimensions [ISO 19650-1:2018]
BI_FILENAME_TXT,11,curated-fallback,Generic Models,Image filename [ISO 19650-1:2018]
BI_FILE_LOCATION_TXT,11,curated-fallback,Generic Models,File location path [ISO 19650-1:2018]
BI_GRADIENT_TYPE_TXT,11,curated-fallback,Generic Models,Gradient type [ISO 19650-1:2018]
BI_STATUS_TXT,11,curated-fallback,Generic Models,Image status [ISO 19650-2:2018]
BI_TOP_COLOR_TXT,11,curated-fallback,Generic Models,Top gradient color RGB [ISO 19650-1:2018]
BI_USED_IN_TEMPLATES_TXT,11,curated-fallback,Generic Models,Templates using this image [ISO 19650-1:2018]
BLD_EPC_CERT_TXT,1,meta-universal,<ALL>,ArchiCAD IFC: EPC / SAP certificate number
BLD_EPC_CLASS_TXT,1,meta-universal,<ALL>,ArchiCAD IFC: energy rating class A++ through G
BLD_FIRE_CLASS_TXT,1,meta-universal,<ALL>,ArchiCAD IFC: building fire occupancy classification
BLD_PLANNING_REF_TXT,1,meta-universal,<ALL>,ArchiCAD IFC: planning permission reference number
BLD_SPRINKLERS_BOOL,1,meta-universal,<ALL>,ArchiCAD IFC: building has sprinkler protection
BLD_STOREY_ABOVE_GROUND_BOOL,1,meta-universal,<ALL>,ArchiCAD IFC: storey is above ground level
BLD_STOREY_IMPOSED_LOAD_NR,1,meta-universal,<ALL>,ArchiCAD IFC: storey design imposed load kN/m2 (Pset_BuildingStoreyCommon.LoadBearingCapacity)
BLD_YEAR_BUILT_TXT,1,meta-universal,<ALL>,ArchiCAD IFC: year of construction
BLE_APP-BACKGROUND_PATTERN,2,ble-material,Materials,Ble App-background Pattern [ISO 19650-1:2018]
BLE_APP-COLOR,2,ble-material,Materials,Ble App-color [ISO 19650-1:2018]
BLE_APP-COMMENTS,2,ble-material,Materials,Ble App-comments [ISO 19650-1:2018]
BLE_APP-CUT-BG-COLOR,2,ble-material,Materials,Ble App-cut-bg-color [ISO 19650-1:2018]
BLE_APP-CUT-BG-PATTERN,2,ble-material,Materials,Ble App-cut-bg-pattern [ISO 19650-1:2018]
BLE_APP-CUT-FG-COLOR,2,ble-material,Materials,Ble App-cut-fg-color [ISO 19650-1:2018]
BLE_APP-CUT-FG-PATTERN,2,ble-material,Materials,Ble App-cut-fg-pattern [ISO 19650-1:2018]
BLE_APP-CUT_PATTERN,2,ble-material,Materials,Ble App-cut Pattern [ISO 19650-1:2018]
BLE_APP-DESCRIPTION,2,ble-material,Materials,Ble App-description [ISO 19650-1:2018]
BLE_APP-IDENTITY-CLASS,2,ble-material,Materials,Ble App-identity-class [ISO 19650-1:2018]
BLE_APP-IMAGE,2,ble-material,Materials,Ble App-image [ISO 19650-1:2018]
BLE_APP-PHYSICAL-ASSET,2,ble-material,Materials,Ble App-physical-asset [ISO 19650-1:2018]
BLE_APP-REVIT-BASE-MATERIAL,2,ble-material,Materials,Ble App-revit-base-material [ISO 19650-1:2018]
BLE_APP-SHADING_RGB,2,ble-material,Materials,Ble App-shading Rgb [ISO 19650-1:2018]
BLE_APP-SHININESS,2,ble-material,Materials,Ble App-shininess [ISO 19650-1:2018]
BLE_APP-SMOOTHNESS,2,ble-material,Materials,Ble App-smoothness [ISO 19650-1:2018]
BLE_APP-SURFACE-BG-COLOR,2,ble-material,Materials,Ble App-surface-bg-color [ISO 19650-1:2018]
BLE_APP-SURFACE-BG-PATTERN,2,ble-material,Materials,Ble App-surface-bg-pattern [ISO 19650-1:2018]
BLE_APP-SURFACE-FG-COLOR,2,ble-material,Materials,Ble App-surface-fg-color [ISO 19650-1:2018]
BLE_APP-SURFACE-FG-PATTERN,2,ble-material,Materials,Ble App-surface-fg-pattern [ISO 19650-1:2018]
BLE_APP-SURFACE_PATTERN,2,ble-material,Materials,Ble App-surface Pattern [ISO 19650-1:2018]
BLE_APP-THERMAL-ASSET,2,ble-material,Materials,Ble App-thermal-asset [ISO 19650-1:2018]
BLE_APP-TRANSPARENCY,2,ble-material,Materials,Ble App-transparency [ISO 19650-1:2018]
BLE_BLOCK_SIZE_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Masonry block size specification [ISO 19650-2:2018]
BLE_BRICK_BOND_TYPE_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Brick bond type/pattern [ISO 19650-2:2018]
BLE_CASEWORK_ACCESSIBLE_BOOL,2,ble-sub,Casework,Accessible casework compliance [ISO 19650-1:2018]
BLE_CASEWORK_COUNTERTOP_TXT,2,ble-sub,Casework,Casework countertop material [ISO 19650-1:2018]
BLE_CASEWORK_FINISH_TXT,10,ble-sub,Casework,Ble Casework Finish [ISO 19650]
BLE_CASEWORK_HARDWARE_TXT,2,ble-sub,Casework,Casework hardware specification [ISO 19650-1:2018]
BLE_CASEWORK_MATERIAL_TXT,2,ble-sub,Casework,Casework primary material [ISO 19650-1:2018]
BLE_CASEWORK_MAT_TXT,10,ble-sub,Casework,Ble Casework Mat [ISO 19650]
BLE_CASEWORK_TYPE_TXT,2,ble-sub,Casework,Casework type classification [ISO 19650-1:2018]
BLE_CBL_TRAY_DEPTH_MM,10,ble-sub,Cable Trays|Cable Tray Fittings,Cable tray internal depth mm
BLE_CBL_TRAY_DEPTH_MM_DISP_TXT,10,ble-sub,Cable Trays|Cable Tray Fittings,Cable tray internal depth mm — TEXT display mirror for tag labels
BLE_CBL_TRAY_WIDTH_MM,10,ble-sub,Cable Trays|Cable Tray Fittings,Cable tray internal width mm
BLE_CBL_TRAY_WIDTH_MM_DISP_TXT,10,ble-sub,Cable Trays|Cable Tray Fittings,Cable tray internal width mm — TEXT display mirror for tag labels
BLE_CEILING_ACCESS_PNLS_INCLUDED_TXT,2,ble-sub,Ceilings,Ble Ceiling Access Pnls Included Txt [ISO 19650-1:2018]
BLE_CEILING_ACOUSTIC_NRC_NR,10,ble-sub,Ceilings,Ble Ceiling Acousticc [ISO 19650]
BLE_CEILING_AREA_SQ_M,10,ble-sub,Ceilings,Ble Ceiling Area Sq M [ISO 19650-1:2018]
BLE_CEILING_FINISH_TXT,2,ble-sub,Ceilings,Ble Ceiling Finish Txt [ISO 19650-1:2018]
BLE_CEILING_FIN_TILE_QTY_NR,10,ble-sub,Ceilings,Ble Ceiling Fin Tile Qty Nr [ISO 19650-1:2018]
BLE_CEILING_GRID_SZ_MM,2,ble-sub,Ceilings,Ble Ceiling Grid Sz Mm [ISO 19650-1:2018]
BLE_CEILING_GRID_TXT,10,ble-sub,Ceilings,Ble Ceiling Grid [ISO 19650]
BLE_CEILING_HEIGHT_MM,2,ble-sub,Ceilings,Ble Ceiling Height Mm [ISO 19650-1:2018]
BLE_CEILING_LIGHT_REFLECTANCE_PCT,2,ble-sub,Ceilings,Ble Ceiling Light Reflectance Pct [ISO 19650-1:2018]
BLE_CEILING_MAT_TXT,2,ble-sub,Ceilings,Ble Ceiling Mat Txt [ISO 19650-1:2018]
BLE_CEILING_NOISE_REDUCTION_COEFFICIENT_NRC_NR,2,ble-sub,Ceilings,Ble Ceiling Noise Reduction Coefficient Nrc Nr [ISO 19650-1:2018]
BLE_CEILING_PLENUM_HEIGHT_MM,2,ble-sub,Ceilings,Ble Ceiling Plenum Height Mm [ISO 19650-1:2018]
BLE_CEILING_SYSTEM_TXT,2,ble-sub,Ceilings,Ble Ceiling System Txt [ISO 19650-1:2018]
BLE_CEILING_TILE_SIZE_TXT,10,ble-sub,Ceilings,Ble Ceiling Tile Size [ISO 19650]
BLE_CEILING_TYPE_CLASSIFICATION_TXT,2,ble-sub,Ceilings,Ble Ceiling Type Classification Txt [ISO 19650-1:2018]
BLE_CEIL_GRID_MM,10,ble-sub,Ceilings,Ble Ceil Grid [ISO 19650-1:2018]
BLE_COLUMN_SLENDERNESS,10,ble-sub,Columns|Structural Columns,Column slenderness ratio
BLE_CW_PANEL_SHGC,10,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall panel solar heat gain coefficient
BLE_DOOR_ACOUSTIC_RATING_DB,2,ble-sub,Doors,Ble Door Acoustic Rating Db [ISO 19650-1:2018]
BLE_DOOR_ACOUSTIC_STC_NR,10,ble-sub,Doors,Ble Door Acoustic Stc [ISO 19650]
BLE_DOOR_AREA_SQ_M,10,ble-sub,Doors,Ble Door Area Sq M [ISO 19650-1:2018]
BLE_DOOR_CLOSER_REQUIRED_BOOL,2,ble-sub,Doors,Ble Door Closer Required Bool [ISO 19650-1:2018]
BLE_DOOR_CLOSER_TXT,10,ble-sub,Doors,Ble Door Closer [ISO 19650]
BLE_DOOR_FRAME_MAT_TXT,10,ble-sub,Doors,Door frame material [ISO 19650-1:2018]
BLE_DOOR_FUNCTION_TXT,2,ble-sub,Doors,Door functional type (Entry/Exit/Fire/Service)
BLE_DOOR_GLAZING_BOOL,10,ble-sub,Doors,Ble Door Glazing [ISO 19650]
BLE_DOOR_GLAZING_TYPE_TXT,10,ble-sub,Doors,Door glazing type specification [ISO 19650-1:2018]
BLE_DOOR_HARDWARE_SPECIFICATION_TXT,2,ble-sub,Doors,Ble Door Hardware Specification Txt [ISO 19650-1:2018]
BLE_DOOR_HEAD_HEIGHT_MM,2,ble-sub,Doors,Door head height from floor in mm
BLE_DOOR_HEIGHT_MM,2,ble-sub,Doors,Ble Door Height Mm [ISO 19650-1:2018]
BLE_DOOR_MATERIAL_FINISH_TXT,2,ble-sub,Doors,Door material and finish specification [ISO 19650-1:2018]
BLE_DOOR_MAT_TXT,2,ble-sub,Doors,Ble Door Mat Txt [ISO 19650-1:2018]
BLE_DOOR_OPERATION_TYPE_SWING_SLIDE_FOLD_ROLL_TXT,2,ble-sub,Doors,Ble Door Operation Type Swing Slide Fold Roll Txt [ISO 19650-1:2018]
BLE_DOOR_OPERATION_TYPE_TXT,10,ble-sub,Doors,Ble Door Operation Type [ISO 19650-1:2018]
BLE_DOOR_PANIC_HARDWARE_REQUIRED_BOOL,2,ble-sub,Doors,Ble Door Panic Hardware Required Bool [ISO 19650-1:2018]
BLE_DOOR_SECURITY_RATING_GRADE_TXT,2,ble-sub,Doors,Ble Door Security Rating Grade Txt [ISO 19650-1:2018]
BLE_DOOR_THRESHOLD_TXT,2,ble-sub,Doors,Door threshold type and specification [ISO 19650-1:2018]
BLE_DOOR_TYPE_TXT,2,ble-sub,Doors,Door type classification (Solid/Glazed/Fire/Acoustic) [ISO 19650-1:2018]
BLE_DOOR_WIDTH_MM,2,ble-sub,Doors,Ble Door Width Mm [ISO 19650-1:2018]
BLE_ELES_SPARE_01_TXT,2,UNRESOLVED(polluted-curated),,Spare parameter 1 for BLE_ELES group
BLE_ELES_SPARE_02_TXT,2,UNRESOLVED(polluted-curated),,Spare parameter 2 for BLE_ELES group
BLE_ELES_SPARE_03_TXT,2,UNRESOLVED(polluted-curated),,Spare parameter 3 for BLE_ELES group
BLE_ELE_AREA_SQ_M,2,generic-geom,<ALL>,Ble Ele Area Sq M [ISO 19650-1:2018]
BLE_ELE_LENGTH_M,2,generic-geom,<ALL>,Element length in metres
BLE_ELE_VOLUME_CU_M,2,generic-geom,<ALL>,Element volume in cubic metres
BLE_FACADE_CLR_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Clr Txt [ISO 19650-1:2018]
BLE_FACADE_FINISH_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Finish Txt [ISO 19650-1:2018]
BLE_FACADE_FIX_SYSTEM_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Fix System Txt [ISO 19650-1:2018]
BLE_FACADE_INS_BOOL,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Ins Bool [ISO 19650-1:2018]
BLE_FACADE_MAT_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Mat Txt [ISO 19650-1:2018]
BLE_FACADE_PNL_SZ_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Pnl Sz Txt [ISO 19650-1:2018]
BLE_FACADE_TYPE_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Type Txt [ISO 19650-1:2018]
BLE_FACADE_VENTILATED_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Ble Facade Ventilated Txt [ISO 19650-1:2018]
BLE_FINISH_ADHESIVE_WEIGHT_KG,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Adhesive Weight Kg [ISO 19650-1:2018]
BLE_FINISH_GROUT_WEIGHT_KG,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Grout Weight Kg [ISO 19650-1:2018]
BLE_FINISH_PAINT_AREA_SQ_M,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Paint Area Sq M [ISO 19650-1:2018]
BLE_FINISH_PAINT_COATS_NR,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Paint Coats Nr [ISO 19650-1:2018]
BLE_FINISH_PAINT_VOLUME_L,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Paint Volume L [ISO 19650-1:2018]
BLE_FINISH_PLASTER_AREA_SQ_M,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Plaster Area Sq M [ISO 19650-1:2018]
BLE_FINISH_PLASTER_RATIO_NR,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Plaster Ratio Nr [ISO 19650-1:2018]
BLE_FINISH_PLASTER_THICKNESS_MM,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Plaster Thickness Mm [ISO 19650-1:2018]
BLE_FINISH_TILE_AREA_SQ_M,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Tile Area Sq M [ISO 19650-1:2018]
BLE_FINISH_TILE_QUANTITY_NR,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Tile Quantity Nr [ISO 19650-1:2018]
BLE_FINISH_TILE_SZ_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Tile Sz Txt [ISO 19650-1:2018]
BLE_FINISH_TILE_SZ_TXT_W_MM,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Finish tile size width mm [ISO 19650-2:2018]
BLE_FINISH_TXT,10,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Building element finish description [ISO 19650-2:2018]
BLE_FINISH_TYPE_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Ble Finish Type Txt [ISO 19650-1:2018]
BLE_FLOOR_LOAD_KN_M2,10,ble-sub,Floors,Ble Floor Load Kn M2 [ISO 19650]
BLE_FLOOR_SLIP_RESISTANCE_TXT,10,ble-sub,Floors,Ble Floor Slip Resistance [ISO 19650]
BLE_FLOOR_WATERPROOF_TXT,10,ble-sub,Floors,Ble Floor Waterproof [ISO 19650]
BLE_FLR_AREA_SQ_M,10,ble-sub,Floors,Ble Flr Area Sq M [ISO 19650-1:2018]
BLE_FLR_FINISH_MAT_TXT,2,ble-sub,Floors,Ble Flr Finish Mat Txt [ISO 19650-1:2018]
BLE_FLR_FINISH_THICKNESS_MM,2,ble-sub,Floors,Ble Flr Finish Thickness Mm [ISO 19650-1:2018]
BLE_FLR_FINISH_TXT,2,ble-sub,Floors,Ble Flr Finish Txt [ISO 19650-1:2018]
BLE_FLR_IMPACT_SOUND_INS_DB,2,ble-sub,Floors,Ble Flr Impact Sound Ins Db [ISO 19650-1:2018]
BLE_FLR_LD_CAP_KPA,2,ble-sub,Floors,Ble Flr Ld Cap Kpa [ISO 19650-1:2018]
BLE_FLR_LVL_NR,2,ble-sub,Floors,Ble Flr Lvl Nr [ISO 19650-1:2018]
BLE_FLR_MOISTURE_BARRIER_REQUIRED_BOOL,2,ble-sub,Floors,Ble Flr Moisture Barrier Required Bool [ISO 19650-1:2018]
BLE_FLR_PERIMETER_DETAIL_TYPE_TXT,2,ble-sub,Floors,Ble Flr Perimeter Detail Type Txt [ISO 19650-1:2018]
BLE_FLR_RAISED_ACCESS_FLR_TXT,2,ble-sub,Floors,Ble Flr Raised Access Flr Txt [ISO 19650-1:2018]
BLE_FLR_RAISED_FLR_HEIGHT_MM,2,ble-sub,Floors,Ble Flr Raised Flr Height Mm [ISO 19650-1:2018]
BLE_FLR_SLIP_RESISTANCE_RATING_NR,2,ble-sub,Floors,Ble Flr Slip Resistance Rating Nr [ISO 19650-1:2018]
BLE_FLR_STRUCTURAL_SYSTEM_TXT,2,ble-sub,Floors,Ble Flr Structural System Txt [ISO 19650-1:2018]
BLE_FLR_THICKNESS_MM,2,ble-sub,Floors,Ble Flr Thickness Mm [ISO 19650-1:2018]
BLE_FLR_TILE_QTY_NR,10,ble-sub,Floors,Ble Flr Tile Qty Nr [ISO 19650-1:2018]
BLE_FLR_TYPE_CLASSIFICATION_TXT,2,ble-sub,Floors,Ble Flr Type Classification Txt [ISO 19650-1:2018]
BLE_FLR_TYPE_TXT,10,ble-sub,Floors,Ble Flr Type [ISO 19650-1:2018]
BLE_FLR_UNDERFLR_HEATING_SYSTEM_TXT,2,ble-sub,Floors,Ble Flr Underflr Heating System Txt [ISO 19650-1:2018]
BLE_FURNITURE_FINISH_TXT,2,ble-sub,Furniture|Furniture Systems,Furniture surface finish specification [ISO 19650-1:2018]
BLE_FURN_FINISH_TXT,10,ble-sub,Furniture|Furniture Systems,Ble Furn Finish [ISO 19650]
BLE_FURN_MATERIAL_TXT,10,ble-sub,Furniture|Furniture Systems,Ble Furn Material [ISO 19650]
BLE_FURN_WORKSTATION_TYPE_TXT,10,ble-sub,Furniture|Furniture Systems,Ble Furn Workstation Type [ISO 19650]
BLE_HEADROOM_MM,2,ble-sub,Rooms,General headroom clearance in mm [ISO 19650-1:2018]
BLE_LIVE_LOAD_KPA,2,ble-sub,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors,Design live (variable) load kPa per EC1-1-1 / Uganda NBC by occupancy [Phase 189]
BLE_LOAD_BEARING_ELE_BOOL,2,ble-sub,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors,Ble Load Bearing Ele Bool [ISO 19650-1:2018]
BLE_MATERIAL_TXT,10,ble-sub,Materials,Building element material description [ISO 19650-2:2018]
BLE_MAT_APPLICATION_TXT,2,ble-sub,Materials,Ble Mat Application Txt [ISO 19650-1:2018]
BLE_MAT_CATEGORY_TXT,2,ble-sub,Materials,Ble Mat Category Txt [ISO 19650-1:2018]
BLE_MAT_DISCIPLINE_TXT,2,ble-sub,Materials,Ble Mat Discipline Txt [ISO 19650-1:2018]
BLE_MAT_DURABILITY_TXT,2,ble-sub,Materials,Ble Mat Durability Txt [ISO 19650-1:2018]
BLE_MAT_ELEM_TYPE_TXT,2,ble-sub,Materials,Ble Mat Elem Type Txt [ISO 19650-1:2018]
BLE_MAT_ID_TXT,2,ble-sub,Materials,Ble Mat Id Txt [ISO 19650-1:2018]
BLE_MAT_L1_FUNC_TXT,2,ble-sub,Materials,Ble Mat L1 Func Txt [ISO 19650-1:2018]
BLE_MAT_L1_MAT_TXT,2,ble-sub,Materials,Ble Mat L1 Mat Txt [ISO 19650-1:2018]
BLE_MAT_L1_THK_MM,2,ble-sub,Materials,Ble Mat L1 Thk Mm [ISO 19650-1:2018]
BLE_MAT_L2_FUNC_TXT,2,ble-sub,Materials,Ble Mat L2 Func Txt [ISO 19650-1:2018]
BLE_MAT_L2_MAT_TXT,2,ble-sub,Materials,Ble Mat L2 Mat Txt [ISO 19650-1:2018]
BLE_MAT_L2_THK_MM,2,ble-sub,Materials,Ble Mat L2 Thk Mm [ISO 19650-1:2018]
BLE_MAT_LAYER_CNT_INT,2,ble-sub,Materials,Ble Mat Layer Cnt Int [ISO 19650-1:2018]
BLE_MAT_NAME_TXT,2,ble-sub,Materials,Ble Mat Name Txt [ISO 19650-1:2018]
BLE_MAT_SPEC_TXT,2,ble-sub,Materials,Ble Mat Spec Txt [ISO 19650-1:2018]
BLE_MAT_STANDARD_TXT,2,ble-sub,Materials,Ble Mat Standard Txt [ISO 19650-1:2018]
BLE_MAT_TEXTURE_URL,2,ble-sub,Materials,Ble Mat Texture Url [ISO 19650-1:2018]
BLE_MAT_THICK_MM,2,ble-sub,Materials,Ble Mat Thick Mm [ISO 19650-1:2018]
BLE_MORTAR_MIX_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Mortar mix specification [ISO 19650-2:2018]
BLE_MULLION_DEPTH_MM,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall mullion depth in mm [ISO 19650-1:2018]
BLE_MULLION_FINISH_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall mullion finish [ISO 19650-1:2018]
BLE_MULLION_MATERIAL_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall mullion material [ISO 19650-1:2018]
BLE_PAINT_TYPE_TXT,2,ble-sub,Walls|Floors|Ceilings|Roofs|Rooms,Paint finish type [ISO 19650-2:2018]
BLE_PANEL_GLASS_TYPE_TXT,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall panel glass type [ISO 19650-1:2018]
BLE_PANEL_HEIGHT_MM,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall panel height in mm [ISO 19650-1:2018]
BLE_PANEL_WIDTH_MM,2,ble-sub,Walls|Curtain Panels|Curtain Wall Mullions,Curtain wall panel width in mm [ISO 19650-1:2018]
BLE_PARKING_SIZE_TXT,10,ble-sub,Parking,Ble Parking Size [ISO 19650]
BLE_PARKING_TYPE_TXT,10,ble-sub,Parking,Ble Parking Type [ISO 19650]
BLE_PARKING_WIDTH_MM,10,ble-sub,Parking,Parking bay width in mm [BS 8300]
BLE_PARK_ACCESSIBLE_BOOL,2,ble-sub,Parking,Parking bay meets accessibility standards [ISO 19650-1:2018]
